source,title,author,year_approx,period,literary_movement,register,rhetorical_genre,discursive_structure,discourse_type,narrative_level,diegetic_mimetic,focalization,person,deictic_orientation,addressee_type,deictic_object,temporal_orientation,temporal_structure,tradition,mode,genre,stanza_structure,meter,rhyme,poem_id,length_lines,source_url,length_words
colab_classified,The Grasshopper,Richard Lovelace,1649,Interregnum,Metaphysical Poets,Admiring,Epideictic,Descriptive,Expository,Extradiegetic,,Third person,,,General,,Present,Static,English Poetry,Lyric,Narrative Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Scrutiny,Richard Lovelace,1649,Interregnum,Metaphysical Poets,Formal,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,,General,,Past,Simple,English Literature,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Rapture,Thomas Carew,1640,Caroline,Metaphysical Poets,Admiring,Epideictic,Descriptive,Poetic,Extradiegetic,Non-diegetic,Third person,,Second person,Imaginary,,Present,Static,English Literary Tradition,Lyric,Love Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Ask Me No More,Thomas Carew,1640,Caroline,Metaphysical Poets,Admiring,Epideictic,Descriptive,Poetic,,,,,,,,,,,Lyric,Love poetry,Quatrains,Iambic pentameter,ABAB,,,,
colab_classified,To Saxham,Thomas Carew,1640,Caroline,Metaphysical Poets,Admiring,Epideictic,Descriptive,Expository,Extradiegetic,Non-diegetic,Third person external,,Second person,General,Saxham,Present,Static,English Literary Tradition,Lyric,Descriptive Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Flaming Heart,Richard Crashaw,1652,Baroque,Metaphysical Poets,Devotional,Epideictic,Descriptive,Expository,,,,,,Divine,,Timeless,A-temporal,English Literary Tradition,Lyric,Religious Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Hymn to the Name and Honor of the Admirable Saint Teresa,Richard Crashaw,1652,Baroque,Metaphysical Poets,Admiring,Epideictic,Descriptive,Expository,Extradiegetic,Non-diegetic,Third person omniscient,Narrator,Static,Imaginary,Saint Teresa,Past,Linear,English Literary Tradition,Lyric,Hymn,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Weeper,Richard Crashaw,1648,Caroline,Metaphysical Poets,Devotional,Epideictic,Descriptive,Poetic,,,,,,Divine,,Past,Flashback,English Literature,Lyric,Religious Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,In the Holy Nativity,Richard Crashaw,1648,Baroque,Metaphysical Poets,Religious,Epideictic,Expository,Poetic,Third person,Mimetic,Omniscient,,Static,God,The Nativity scene,Past,Linear,Christian,Narrative,Religious poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Annus Mirabilis,John Dryden,1667,Restoration,Baroque,Formal,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,Third person,General,,Past,Chronological,Classical,Narrative,Epic,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,All for Love (Prologue),John Dryden,1678,Restoration,Baroque,Formal,Epideictic,Monologue,Expository,Extradiegetic,,Third person omniscient,,,General,,Past,Linear,Classical,Narrative,Drama,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Song for St. Cecilia's Day,John Dryden,1687,Baroque,Classicism,Formal,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,Static,General,,Past,Linear,English literary tradition,Narrative,Ode,Quatrains,Iambic pentameter,AABBCCDD,,,,
colab_classified,Alexander's Feast,John Dryden,1697,Baroque,Baroque,Formal,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,,General,,Past,Chronological,Classical,Narrative,Epic,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,To the Memory of Mrs. Anne Killigrew,John Dryden,1686,Baroque,Classicism,Formal,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,Static,General,,Past,Linear,Metaphysical Poets,Lyric,Elegy,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Secular Masque,John Dryden,1700,Baroque,Baroque,Formal,Epideictic,Monologue,Expository,Zero,Non-diegetic,Third person omniscient,,Anaphoric,General,,Past,Chronological,Classical,Lyric,Satire,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Religio Laici,John Dryden,1682,Restoration,Baroque,Didactic,Epideictic,Exposition-Argument-Conclusion,Prose Poem,Third Person,Explicit,Omniscient,Third Person,Static,General,,Past,Chronological,English Literary Tradition,Lyric,Religious Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Hind and the Panther,John Dryden,1687,Baroque,Baroque,Didactic,Epideictic,Comparative,Expository,Extradiegetic,,Third person omniscient,,,General,,Past,Linear,Classical,Narrative,Fable,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,An Essay upon Satire,"John Wilmot, Earl of Rochester",1680,Restoration,,Satirical,Forensic,Argumentative,Expository,Extradiegetic,,Third person omniscient,,Extralocative,General,,Historical,Chronological,Metaphysical Poets,Lyric,Satire,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Letter from Artemisia,"John Wilmot, Earl of Rochester",1679,Restoration,,Epistolary,Deliberative,,,,,,,,,,,,,Lyric,,,,,,,,
colab_classified,Upon Nothing,"John Wilmot, Earl of Rochester",1679,Restoration,Metaphysical Poets,Satirical,Forensic,Monologue,Poetic,First person,Non-diegetic,First person internal,Speaker,Second person,God,Nothing,Present,Static,English Literary Tradition,Lyric,Satire,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Disabled Debauchee,"John Wilmot, Earl of Rochester",1680,Restoration,,Satirical,Forensic,,,,,,,,,,,,Metaphysical Poets,Narrative,,,,,,,,
colab_classified,The Imperfect Enjoyment,"John Wilmot, Earl of Rochester",1680,Restoration,Metaphysical Poets,Satirical,Forensic,Monologue,Poetic,First person,Non-diegetic,First person internal,Speaker,First person,Implied,Self,Present,Static,English Literature,Lyric,Satire,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Love and Life,"John Wilmot, Earl of Rochester",1680,Restoration,Metaphysical Poets,Satirical,Epideictic,Monologue,Expository,First person,Non-diegetic,First person internal,Speaker,Second person,Imaginary,Love and life,Present,Sequential,English Literary Tradition,Lyric,Love poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Definition of Love,Andrew Marvell,1681,Restoration,Metaphysical Poets,Admiring,Epideictic,Analogical,Poetic,,Non-diegetic,Third person external,,Second person,General,,Timeless,Static,British,Lyric,Love poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Garden,Andrew Marvell,1681,Restoration,Metaphysical Poets,Descriptive,Epideictic,Paragraphic,Expository,Extradiegetic,Mimetic,Third person,,Second person,Reader,,Present,Static,English Literature,Lyric,Descriptive Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,An Horatian Ode upon Cromwell's Return,Andrew Marvell,1681,Restoration,Metaphysical Poets,Praise,Epideictic,Parallelism,Formal,Extradiegetic,,Third person omniscient,,Extradiegetic,God,Cromwell,Historical,Chronological,Classical,Lyric,Ode,Quatrains,Iambic pentameter,AABBCC,,,,
colab_classified,The Mower to the Glow-Worms,Andrew Marvell,1681,Restoration,Metaphysical Poets,Observational,Epideictic,Exploratory,Poetic,Extradiegetic,Mimetic,Third person,Narrator,Second person,Nature,Glow-worms,Present,Static,English Literary Tradition,Lyric,Descriptive Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Bermudas,Andrew Marvell,1681,Restoration,Metaphysical Poets,Descriptive,Epideictic,Exposition,Poetic,Extradiegetic,Mimetic,External,Third person,External,Imaginary,Bermudas,Present,Static,English Literary Tradition,Lyric,Lyric,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Picture of Little T.C.,Andrew Marvell,1681,Restoration,Metaphysical Poets,Playful,Epideictic,Descriptive,Expository,Third person,Mimetic,External,Third person,Static,Implied,Little T.C.,Past,Simple,British,Lyric,Lyric,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Coronet,Andrew Marvell,1681,Restoration,Metaphysical Poets,Admiring,Epideictic,Descriptive,Expository,Extradiegetic,,Third person,,External,General,,Present,Static,English Literature,Lyric,Descriptive Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Windsor Forest,Alexander Pope,1713,Baroque,Classicism,Formal,Epideictic,Paragraphic,Expository,Third person,Mimetic,Omniscient,,Third person,General,,Past,Chronological,British,Narrative,Epic,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Dunciad,Alexander Pope,1728,Neoclassical,Augustan,Satirical,Epideictic,Narrative,Expository,Third person omniscient,Mimetic,Omniscient,,Third person,General,,Past,Chronological,British,Narrative,Satire,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Epistle to Burlington,Alexander Pope,1731,Neoclassical,Augustan,Formal,Deliberative,Expository,Persuasive,Extradiegetic,,Third person external,First person singular (speaker),Second person (addressee),Real,Burlington,Past,Simple,British,Lyric,Satire,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Epistle II: To a Lady,Alexander Pope,1735,Neoclassical,Augustan,Formal,Deliberative,Expository,Persuasive,Extradiegetic,,Third person external,,,Real,,Past,Chronological,British,Lyric,Epistle,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Universal Prayer,Alexander Pope,1738,Neoclassical,Augustan,Formal,Epideictic,Monologue,Exhortative,Zero,Non-diegetic,Third person omniscient,,Second person,Divine,Heavens,Timeless,Static,British,Lyric,Religious,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Moral Essays,Alexander Pope,1731,Early modern,Augustan,Didactic,Epideictic,Essay,Formal,Extradiegetic,,Third person omniscient,,,General,,Timeless,,British,Lyric,Essay,,Iambic pentameter,AABBCC,,,,
colab_classified,Elegy on the Death of a Mad Dog,Oliver Goldsmith,1766,Neoclassical,Augustan,Satirical,Epideictic,Descriptive,Expository,Third Person,Mimetic,Omniscient,Third Person,External,General,A mad dog,Past,Linear,British Literature,Narrative,Elegy,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Traveller,Oliver Goldsmith,1764,Neoclassical,Augustan,Narrative,Epideictic,Exposition,Third Person,Extradiegetic,Mimetic,Omniscient,,Extralocative,Implied,The landscape,Past,Chronological,British Literature,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Retaliation,Oliver Goldsmith,1774,Neoclassical,Augustan,Satirical,Forensic,Monologue,Expository,Third Person,Mimetic,External,,Second Person,General,,Present,Synchronous,British,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,When Lovely Woman Stoops to Folly,Oliver Goldsmith,1766,Neoclassical,Augustan,Satirical,Forensic,Argumentative,Expository,Third Person,Extradiegetic,Omniscient,Third Person,Static,General,,Past,Chronological,British Literary Tradition,Narrative,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Bard,Thomas Gray,1757,Neoclassical,Classicism,Formal,Epideictic,Descriptive,Poetic,Extradiegetic,,Third Person Omniscient,,,General,,Past,Linear,British Literature,Lyric,Ode,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Ode on a Distant Prospect of Eton College,Thomas Gray,1747,Early modern,Classicism,Admiring,Epideictic,Ode,Poetic,Extradiegetic,,Third person (omniscient),,External,Imaginary,Eton College,Past,Flashback,English poetry,Lyric,Ode,Quatrains,Alternating iambic pentameter and iambic tetrameter,AABBCCDD,,,,
colab_classified,Hymn to Adversity,Thomas Gray,1742,Early modern,Augustan,Formal,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,,General,,Past,Chronological,British,Lyric,Hymn,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Fatal Sisters,Thomas Gray,1768,Neoclassical,Classical,Formal,Epideictic,Descriptive,Expository,Third Person,Extradiegetic,Omniscient,Third Person,Static,General,,Past,Linear,British,Narrative,Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,London,Samuel Johnson,1738,Neoclassical,Augustan,Observational,Epideictic,Expository,Poetic,Extradiegetic,Mimetic,External,Third person,Exocentric,Implied,London,Present,Static,British,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,On the Death of Dr. Robert Levet,Samuel Johnson,1783,Romantic,Augustan,Formal,Epideictic,Exposition-Narration-Conclusion,Explicit,Third Person,Extradiegetic,Omniscient,Third Person,Anaphoric,Indirect,Dr. Robert Levet,Past,Chronological,English Literary Tradition,Narrative,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Short Song of Congratulation,Samuel Johnson,1780,Romantic,Augustan,Formal,Epideictic,Descriptive,Poetic,Zero,Non-diegetic,Third Person Omniscient,,Anaphoric,General,,Present,Static,British,Lyric,Ode,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Rape of the Lock (Canto I),Alexander Pope,1712,Augustan,Classical,Satirical,Epideictic,Narrative,Poetic,Extradiegetic,Mimetic,Third person omniscient,,Second person,Reader,The lock of hair,Past,Linear,British,Lyric,Heroic Couplet,Quatrains,Iambic pentameter,AABBCC,,,,
colab_classified,The Rape of the Lock (Canto II),Alexander Pope,1714,Neoclassical,Augustan,Satirical,Forensic,Argumentative,Prose,Extradiegetic,,Omniscient,Third person,,General,,Past,Chronological,British,Narrative,Long Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Description of the Morning,Jonathan Swift,1709,Augustan,,Descriptive,Epideictic,,Expository,Extradiegetic,Mimetic,Omniscient,,Extralocative,General,,Present,Sequential,,Lyric,Lyric,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Cadenus and Vanessa,Jonathan Swift,1726,Neoclassical,,Formal,Deliberative,Letter,Fictional,Exterior,Mimetic,Third person omniscient,,First person,Real,Cadenus,Past,Chronological,British,Narrative,Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Lady's Dressing Room,Jonathan Swift,1732,Neoclassical,Satire,Satirical,Forensic,Descriptive,Expository,Third person,Extradiegetic,External,Third person,Static,Indirect,The lady's dressing room,Present,Synchronous,British,Lyric,Satire,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Beautiful Young Nymph Going to Bed,Jonathan Swift,1734,Neoclassical,,Satirical,Forensic,,,,,,,,,,,,,Narrative,,,,,,,,
colab_classified,On Stella's Birthday,Jonathan Swift,1719,Neoclassical,,Celebratory,Epideictic,,,,,,,,,,,,,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Task,William Cowper,1785,Romantic,Romanticism,Didactic,Epideictic,Expository,Monologue,Extradiegetic,,Third Person Omniscient,,,General,,Past,Chronological,British Literary Tradition,Narrative,Poem,Quatrains,Anapestic Tetrameter,AABB,,,,
colab_classified,The Castaway,William Cowper,1799,Romantic,Romanticism,Narrative,Epideictic,Expository,Monologue,Third person,Mimetic,External,,Third person,Implied,,Past,Chronological,British Romanticism,Narrative,Poetry,Quatrains,Anapestic tetrameter,AABB,,,,
colab_classified,Light Shining Out of Darkness,William Cowper,1779,Neoclassical,Romanticism,Religious,Epideictic,Descriptive,Expository,Third Person,Non-diegetic,Omniscient,,Non-deictic,General,,Past,Linear,British Literary Tradition,Lyric,Religious Poetry,Quatrains,Anapestic Trimeter,AABB,,,,
colab_classified,The Poplar-Field,William Cowper,1784,Romantic,Romanticism,Narrative,Epideictic,Paragraphic,Expository,Third Person,Mimetic,External,,Narrative,General,,Past,Chronological,British Romanticism,Lyric,Poetry,Quatrains,Anapestic Tetrameter,AABB,,,,
colab_classified,The Clod and the Pebble,William Blake,1794,Romantic,Romanticism,Narrative,Epideictic,Descriptive,Poetic,Third person,Mimetic,External,,Third person,Implied,The clod and the pebble,Present,Static,British Romanticism,Lyric,Narrative poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Garden of Love,William Blake,1794,Romantic,Romanticism,Narrative,Epideictic,Descriptive,Poetic,Extradiegetic,,Third person omniscient,,Static,Imaginary,The Garden,Past,Linear,British Romanticism,Lyric,Poetry,Quatrains,Irregular,AABB,,,,
colab_classified,Infant Sorrow,William Blake,1794,Romantic,Romanticism,Lamenting,Epideictic,Descriptive,Poetic,,,,,,,,Past,Flashback,British Romanticism,Lyric,Lament,Quatrains,Tetrameter,AABB,,,,
colab_classified,Ah! Sun-flower,William Blake,1794,Romantic,Romanticism,Admiring,Epideictic,Descriptive,Poetic,,Non-diegetic,External,,Third person,Imaginary,Sun-flower,Present,Static,British Romanticism,Lyric,Poetry,Quatrains,Tetrameter,AABB,,,,
colab_classified,The Angel,William Blake,1794,Romantic,Romanticism,Divine,Epideictic,,,,,,,,,,,,British Romanticism,Lyric,Religious,Quatrains,Tetrameter,AABB,,,,
colab_classified,Infant Joy,William Blake,1789,Romantic,Romanticism,Admiring,Epideictic,,,,,,,,,,,,British Romanticism,Lyric,,Quatrains,Tetrameter,AABB,,,,
colab_classified,The Blossom,William Blake,1789,Romantic,Romanticism,Lyrical,Epideictic,Paragraphic,Expository,,,,,,,,,,British Romanticism,Lyric,Poetry,Quatrains,Tetrameter,AABB,,,,
colab_classified,The Ecchoing Green,William Blake,1789,Romantic,Romanticism,Narrative,Epideictic,Expository,Poetic,Third person,Mimetic,External,,Third person,Implied,The Ecchoing Green,Past,Linear,British Romanticism,Lyric,Narrative Poetry,Quatrains,Tetrameter,AABB,,,,
colab_classified,The Marriage of Heaven and Hell,William Blake,1793,Romantic,Romanticism,Allegorical,Deliberative,Prose,Poetic,Extradiegetic,,Omniscient,,,General,,Timeless,,British Romanticism,Lyric,Prophetic Poetry,Irregular,Irregular,,,,,
colab_classified,Auguries of Innocence,William Blake,1803,Romantic,Romanticism,Narrative,Epideictic,Fragmented,Poetic,External,Non-diegetic,Omniscient,Third person,Non-deictic,General,,Past,Linear,British Romanticism,Lyric,Narrative poetry,Quatrains,Ten-syllable lines,AABB,,,,
colab_classified,Jerusalem (And did those feet),William Blake,1808,Romantic,Romanticism,Religious,Epideictic,Narrative,Poetic,Extradiegetic,Nonmimetic,Omniscient,Third person,Anaphoric,God,England,Anachronic,Flashback,British Romanticism,Lyric,Religious poetry,Quatrains,Iambic tetrameter,AABB,,,,
colab_classified,Nutting,William Wordsworth,1800,Romantic,Romanticism,Descriptive,Epideictic,Expository,Narrative,Extradiegetic,Mimetic,Third person,,Past,Implied,,Past,Chronological,British Romanticism,Lyric,Narrative Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Strange Fits of Passion,William Wordsworth,1800,Romantic,Romanticism,Admiring,Epideictic,,,,,,,,,,,,British Romanticism,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Slumber Did My Spirit Seal,William Wordsworth,1800,Romantic,Romanticism,Narrative,Epideictic,Descriptive,Expository,First person,Mimetic,First person internal,First person singular,Subjective,Implied,Nature,Past,Simple past,English Romantic Poetry,Lyric,Lyric Poetry,"Four stanzas, each with eight lines",Iambic pentameter,AABBCCDD,,,,
colab_classified,Resolution and Independence,William Wordsworth,1807,Romantic,Romanticism,Reflective,Epideictic,Descriptive,Expository,Extradiegetic,Mimetic,Third person omniscient,,Extralocative,General,,Past,Linear,British Romanticism,Lyric,Narrative Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Prelude (Book I),William Wordsworth,1850,Romantic,Romanticism,Narrative,Epideictic,Expository,Monologue,First person,Extradiegetic,First person internal,First person singular,Autocentric,Implied,Nature,Retrospective,Flashback,English Romanticism,Narrative,Poetry,Four-line stanzas with a rhyme scheme of AABB,Iambic pentameter,A rhyming poem,,,,
colab_classified,Michael,William Wordsworth,1800,Romantic,Romanticism,Narrative,Epideictic,Descriptive,Expository,Third person,Mimetic,External,Third person,Extradiegetic,General,,Past,Linear,British Romantic Poetry,Narrative,Lyric Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Expostulation and Reply,William Wordsworth,1798,Romantic,Romanticism,Conversational,Forensic,Monologue and Dialogue,Poetic,Extradiegetic,Mimetic,First person,Speaker,Second person,God,Nature,Present,Sequential,British Romanticism,Lyric,Lyric poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Tables Turned,William Wordsworth,1798,Romantic,Romanticism,Didactic,Epideictic,Expository,Prose Poem,Extradiegetic,,First person (narrator),First person singular,Second person (reader),General,Nature,Present,Static,British Romanticism,Lyric,Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Christabel,Samuel Taylor Coleridge,1816,Romantic,Romanticism,Gothic,Epideictic,Linear,Expository,Third person omniscient,Mimetic,Omniscient,,External,Implied,,Past,Chronological,British Romanticism,Narrative,Gothic poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,This Lime-Tree Bower My Prison,Samuel Taylor Coleridge,1800,Romantic,Romanticism,Admiring,Epideictic,Descriptive,Expository,,Mimetic,First person,Speaker,First person,Implied,Lime-tree bower,Present,Static,British Romanticism,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Pains of Sleep,Samuel Taylor Coleridge,1816,Romantic,Romanticism,Meditative,Epideictic,Descriptive,Expository,First person,Extradiegetic,First person internal,Speaker,Second person,Imaginary,Sleep,Present,Static,British Romanticism,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Work Without Hope,Samuel Taylor Coleridge,1828,Romantic,Romanticism,Meditative,Epideictic,Descriptive,Expository,,,,,,,,,,,Lyric,Poetry,Quatrains,Anapestic tetrameter,AABB,,,,
colab_classified,On First Looking into Chapman's Homer,John Keats,1816,Romantic,Romanticism,Admiring,Epideictic,Exposition,Poetic,Extradiegetic,Mimetic,First person,Speaker,First person,Implied,Chapman's Homer,Past,Flashback,Classical,Lyric,Epigram,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Sleep and Poetry,John Keats,1817,Romantic,Romanticism,Meditative,Epideictic,Descriptive,Poetic,Extradiegetic,,First person (poetic I),Speaker,Second person,Imaginary,Sleep,Present,Static,British Romanticism,Lyric,Poetry,Quatrains,Iambic pentameter,ABAB,,,,
colab_classified,The Eve of St. Agnes,John Keats,1820,Romantic,Romanticism,Formal,Epideictic,Linear,Expository,Third person omniscient,Mimetic,Omniscient,,Past,Indirect,,Past,Chronological,British Romanticism,Narrative,Gothic Romance,Quatrains,Iambic pentameter,AABBCCDD,,,,
colab_classified,Ode to Psyche,John Keats,1820,Romantic,Romanticism,Admiring,Epideictic,stanzaic,poetic,,non-diegetic,third-person,,timeless,abstract,,timeless,,,Lyric,ode,quatrains,iambic pentameter,ababcc,,,,
colab_classified,Lamia,John Keats,1820,Romantic,Romanticism,Narrative,Epideictic,Exposition,Poetic,Third person,Fictional,External,Third person,External,Implied,Lamia,Past,Linear,British Romanticism,Narrative,Narrative poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Isabella,John Keats,1820,Romantic,Romanticism,Admiring,Epideictic,,,,,,,,,,,,,Lyric,,Quatrains,Iambic pentameter,ABAB,,,,
colab_classified,Hyperion,John Keats,1820,Romantic,Romanticism,Epic,Epideictic,Exposition,Poetic,Third person omniscient,Mimetic,Omniscient,Third person,External,Implied,,Past,Chronological,Classical,Narrative,Epic,"Four stanzas of five tercets each, followed by a final quatrain",Iambic pentameter,A B A R R,,,,
colab_classified,Hymn to Intellectual Beauty,Percy Bysshe Shelley,1817,Romantic,Romanticism,Admiring,Epideictic,,,,,,,,,,,,,Lyric,,,Iambic pentameter,A B A B C C D D E E F E,,,,
colab_classified,The Mask of Anarchy,Percy Bysshe Shelley,1832,Romantic,Romanticism,Prophetic,Epideictic,Monologue,Poetic,Extradiegetic,,Third person omniscient,,Second person,Anonymous,Anarchy,Future,Progressive,British Romanticism,Lyric,Propaganda poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Epipsychidion,Percy Bysshe Shelley,1821,Romantic,Romanticism,Love,Epideictic,Monologue,Expressive,First person,Non-diegetic,First person internal,First person singular,Second person,Beloved,You,Present,Sequential,British Romanticism,Lyric,Love poetry,Quatrains,Iambic pentameter,ABAB,,,,
colab_classified,Alastor,Percy Bysshe Shelley,1816,Romantic,Romanticism,Narrative,Epideictic,Expository,Poetic,Third person,Extradiegetic,Omniscient,,Third person,General,,Past,Chronological,British Romanticism,Narrative,Lyric Narrative,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Triumph of Life,Percy Bysshe Shelley,1824,Romantic,Romanticism,Elevated,Epideictic,Monologue,Expository,Extradiegetic,,First person (narrator),Narrator,Third person,General,,Past,Linear,British Romanticism,Lyric,Philosophical Poem,Irregular,Irregular,AABBCCDD,,,,
colab_classified,The Cloud,Percy Bysshe Shelley,1820,Romantic,Romanticism,Imaginative,Epideictic,Paragraphic,Expository,Extradiegetic,,Third person,,,General,,Present,Static,British Romanticism,Lyric,Poetry,Irregular,Iambic pentameter,AABBCCDD,,,,
colab_classified,To Night,Percy Bysshe Shelley,1824,Romantic,Romanticism,Admiring,Epideictic,Descriptive,Poetic,,,,,,Imaginary,,Present,Static,British Romanticism,Lyric,Lyric Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Childe Harold's Pilgrimage (Canto I),Lord Byron,1812,Romantic,Romanticism,Admiring,Epideictic,Descriptive,Expository,Extradiegetic,Mimetic,Third person omniscient,,Second person,Imaginary,,Past,Chronological,British Romanticism,Lyric,Long poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Childe Harold's Pilgrimage (Canto III),Lord Byron,1816,Romantic,Romanticism,Admiring,Epideictic,Descriptive,Expository,Extradiegetic,Mimetic,External,First person (narrator),Third person,Implied,The landscape and its inhabitants,Past,Chronological,British Romanticism,Lyric,Long poem,Quatrains,Iambic pentameter,ABAB,,,,
colab_classified,Childe Harold's Pilgrimage (Canto IV),Lord Byron,1818,Romantic,Romanticism,Admiring,Epideictic,,,,,,,,,,Past,Chronological,,Lyric,Epic,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Don Juan (Canto I),Lord Byron,1819,Romantic,Romanticism,Satirical,Epideictic,Narrative,Expository,Third person omniscient,Mimetic,External,Third person,Extradiegetic,Implied,Don Juan,Past,Linear,British Romanticism,Narrative,Long narrative poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Don Juan (Canto II),Lord Byron,1819,Romantic,Romanticism,Epic,Epideictic,Linear,Expository,Third person omniscient,Mimetic,Omniscient,Third person,External,Implied,Don Juan and his seductions,Chronological,Sequential,British Romanticism,Narrative,Epic poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Vision of Judgment,Lord Byron,1822,Romantic,Romanticism,Formal,Epideictic,Monologue,Poetic,Extradiegetic,,Third person omniscient,,,General,,Future,Linear,British Romanticism,Narrative,Epic,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Darkness,Lord Byron,1816,Romantic,Romanticism,Gothic,Epideictic,Descriptive,Poetic,Extradiegetic,,Third person omniscient,,,General,,Timeless,Static,British Romanticism,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Manfred,Lord Byron,1817,Romantic,Romanticism,Formal,Epideictic,Monologue,Expository,Third person,Mimetic,External,Third person,Extradiegetic,Implied,,Past,Linear,Gothic,Narrative,Drama,Quatrains,Iambic pentameter,ABAB,,,,
colab_classified,Stanzas for Music,Lord Byron,1816,Romantic,Romanticism,Admiring,Epideictic,,,,,,,,,,,,,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,So We'll Go No More A-Roving,Lord Byron,1817,Romantic,Romanticism,Melancholic,Epideictic,Monologue,Poetic,Extradiegetic,,First person,Speaker,Second person,Imaginary,Nature,Past,Flashback,British,Lyric,Lyric poetry,Quatrains,Iambic pentameter,AABB,,,,
